pos_1,pos_2,pos_3
0.9843034583898173,-0.8006900260738699,0.2332113936585324
0.9770448015944525,0.14008693240366923,0.8935553275085847
0.21317481833300242,0.912698253388912,0.9801601589867913
0.23842854881576428,0.4942234104642587,0.8943564734831168
0.5793046206105424,0.7703430980502625,0.936835050748916
0.0704214743357179,0.7066619437595256,0.3625934612888137
0.9468224736562457,-0.836293856995342,0.7127034160055925
-0.09395955331794635,-0.06770812621967665,0.3438068052715938
0.9223321307021821,0.9454279121464917,0.8390938679275187
-0.24222776005788818,0.8876373273595164,0.7033024237692928
0.6610871948516931,-0.3768976060492635,-0.5418341863087741
0.8985017922210393,0.9356227479375571,0.8456999562350355
0.34106980777321516,0.9291739421087187,-0.3723665127607078
-0.7312788973668021,0.6591982170427941,0.9103356844596164
-0.3184712708641819,0.11405456404438737,0.7805443016876635
0.08376549260171368,0.6931592337969505,-0.5076072132042293
0.9440092265134434,-0.8640993098475813,0.6740261646164688
0.9353841710120169,0.9977377733501193,0.226141080060121
-0.0657635515581582,0.5398681843209221,0.6410020796045159
0.9220153862767398,0.33547918260889387,0.8271611105753227
-0.10327065768908845,0.9305087483930131,0.8125181091394886
-0.3247757257943572,0.39932174233976564,0.7747732042406057
0.30334789592653716,0.9606228437692435,0.8725934157906448
0.21666469636408173,0.32177822750863366,0.6442618035015857
0.18151326846233223,0.5487322834505668,0.7581969191546479
0.25755405257935743,0.09529914056075299,0.7289258455528546
0.19948173201474112,0.9568377743703277,0.7587317944078309
0.4627170324918646,0.40135700335903196,0.7415992746236737
-0.7834379728472662,0.15205525406477166,-0.9294488911653814
0.2621071181406295,-0.9196517240925847,-0.5413549350418521
-0.7734382347207914,0.6639770655380964,-0.4560160810537946
0.9171601381099861,0.07884576079180941,-0.4628233885331054
-0.050632892350336196,-0.9778758547896276,0.8433887570410796
-0.15489980617570984,-0.7158825562468739,-0.6602611558537439
0.046528127725036054,0.9775854289589618,0.7991292440710569
-0.22082249039017204,0.7929264218216088,-0.48276616259226357
0.83706977900161,-0.8612329316847283,-0.8324533836676801
0.9046977112489156,-0.9861671606151787,0.43219436242079284
